,2011,2012,2013,2014
Российская Федерация,
Всего,
сельское население,183,"188,8",189,"167,1"
Республика Тыва,
Всего,
все население,"9,1","9,1","8,9",9
городское население,8,8,"7,9","8,1"
сельское население,"10,5","10,4","10,1","10,1"
0,
все население,"10,9","14,3","16,1","13,3"
городское население,"11,1","16,6","13,3","15,2"
сельское население,"10,8","12,5","18,3","11,8"
1-4.,
все население,"1,2","1,2","0,9",2
городское население,"0,9","0,4","0,4","1,7"
сельское население,"1,6","1,8","1,3","2,2"
5-9.,
все население,"0,9","0,4","0,2","0,5"
городское население,"0,9","0,3","0,1","0,5"
сельское население,"0,8","0,5","0,3","0,5"
10-14.,
все население,"1,3","0,5","0,2","0,5"
городское население,"1,2","0,4","0,2","0,7"
сельское население,"1,3","0,7","0,2","0,3"
15-19,
все население,"1,7",2,"1,1","1,6"
городское население,"1,3","1,5","0,3","1,8"
сельское население,"2,2","2,7","1,9","1,4"
20-24,
все население,"2,2","3,1","2,8","2,5"
городское население,"1,4","1,9","1,4","1,5"
сельское население,"3,8","6,1","7,5","5,9"
25-29.,
все население,"3,4","1,9",3,"3,5"
городское население,"2,5","1,5","2,5",3
сельское население,"4,5","2,3","3,9","4,5"
30-34.,
все население,4,"4,4","3,9","4,1"
городское население,"3,3",3,"3,4","3,1"
сельское население,5,"6,2","4,5","5,7"
35-39.,
все население,"5,7","5,3","5,8",5
городское население,"3,6","3,7","3,5","4,1"
сельское население,"8,3","7,2","8,8","6,3"
40-44.,
все население,"6,5","6,5","7,6","6,1"
городское население,"4,7","6,4","6,5","4,9"
сельское население,"8,7","6,6",9,"7,6"
45-49,
все население,"10,4","10,2","9,2","9,8"
городское население,7,"9,2","8,7","9,2"
сельское население,"14,3","11,4","9,8","10,7"
50-54,
все население,"11,7","12,1","12,3","14,2"
городское население,9,"9,7","10,9","11,5"
сельское население,"14,8","14,8","13,9","17,4"
55-59,
все население,"17,2","18,8","17,5","16,7"
городское население,"14,7","16,8","15,9","15,8"
сельское население,"20,2","21,3","19,4","17,8"
60-64,
все население,"24,1","21,8",22,"22,5"
городское население,"19,5","15,6","19,5",15
сельское население,"29,7","29,6",25,"32,3"
65-69,
все население,"35,3",39,"28,4",31
городское население,"33,9","29,1","19,4","27,3"
сельское население,"36,6","48,7","38,1","35,2"
70-74,
все население,"53,6","50,7","50,5","40,8"
городское население,"41,8","43,7","42,2","35,6"
сельское население,"68,4","58,9","59,5","46,2"
75-79,
все население,"88,2","70,7","67,2","76,9"
городское население,"64,5","57,5","57,3","58,9"
сельское население,"129,3","93,8","84,2","106,6"
80-84,
все население,"118,1","102,9","116,5","123,8"
городское население,"120,7","89,2","110,6","107,8"
сельское население,"111,5","136,1","129,8","159,3"
85 и старше,
все население,"183,1",215,"202,8","158,2"
городское население,"172,6","202,7","182,5",152
сельское население,"221,2","257,5","273,9","181,1"
Республика Хакасия,
Всего,
все население,"11,6","11,9","11,7","11,4"
городское население,"10,6","11,2","10,9","10,6"
сельское население,"13,9","13,2","13,5","13,1"
0,
все население,"10,1","11,3","6,7","7,4"
городское население,"8,1",9,"6,4","6,2"
сельское население,"13,6","14,8","7,3","9,7"
1-4.,
все население,"0,3","0,5","0,6","0,3"
городское население,"0,3","0,5","0,5","0,2"
сельское население,"0,4","0,5","0,7","0,5"
5-9.,
все население,"0,2","0,5","0,2","0,4"
городское население,"0,2","0,5","0,1","0,3"
сельское население,"0,2","0,4","0,3","0,7"
10-14.,
все население,"0,1","0,2","0,2","0,5"
городское население,"0,1","0,2","0,1","0,3"
сельское население,0,"0,2","0,4","0,8"
15-19,
все население,"0,5","0,7","0,8","0,9"
городское население,"0,3","0,2","0,7","0,6"
сельское население,"0,8","1,8",1,"1,6"
20-24,
все население,"1,5","1,5","1,1","0,7"
городское население,1,"1,1","0,9","0,6"
сельское население,"2,4","2,6","1,8","1,2"
25-29.,
все население,"1,3","1,2","1,6","1,1"
городское население,"0,8","0,8","1,2",1
сельское население,"2,4",2,"2,5","1,6"
30-34.,
все население,"2,1","2,2",2,"2,2"
городское население,"1,6","1,6","1,8","2,3"
сельское население,"3,4","3,7","2,6","1,9"
35-39.,
все население,3,"2,9","3,3","2,4"
городское население,"2,7","2,4","2,7","2,1"
сельское население,"3,5",4,"4,8","3,1"
40-44.,
все население,"4,2","4,7","3,3","3,7"
городское население,3,"3,7",3,3
сельское население,"6,8","6,9","3,9","5,3"
45-49,
все население,"5,3","4,6","5,2","4,6"
городское население,"4,9","4,1","3,5","3,9"
сельское население,"5,9","5,5","8,5",6
50-54,
все население,"7,1","6,3","6,4","6,3"
городское население,"5,6","5,6","6,1","5,2"
сельское население,"10,1","7,6","6,9","8,5"
55-59,
все население,"9,1","9,9","10,7","9,1"
городское население,"7,6",8,"8,6","7,9"
сельское население,"12,5","14,3","15,4","11,5"
60-64,
все население,"14,7","15,5","12,5","14,3"
городское население,"14,2","14,5","11,9","12,3"
сельское население,"15,9","17,9","13,9",19
65-69,
все население,"24,3","18,7","19,2","19,1"
городское население,20,"17,3","17,7",17
сельское население,"34,6","22,3","23,4","24,8"
70-74,
все население,"33,5","34,2","34,3","31,7"
городское население,"28,1","33,6","31,9","29,8"
сельское население,"44,7","35,5","39,8","36,3"
75-79,
все население,"62,2","55,9","59,2","54,3"
городское население,"58,4","52,8","58,5","53,1"
сельское население,"69,3","61,8","60,5","56,8"
80-84,
все население,"96,9","101,9","97,5","93,8"
городское население,"92,8","101,8","93,8","88,1"
сельское население,"105,7","102,3","105,2","105,6"
85 и старше,
все население,"174,7","182,1","174,9","172,4"
городское население,"174,5","185,9","166,1","173,8"
сельское население,"175,1","173,5","195,4","169,2"
Алтайский край,
Всего,
все население,13,"13,1","12,7","12,7"
городское население,"11,8",12,"11,7","11,6"
сельское население,"14,5","14,6",14,"14,1"
0,
все население,"6,7","9,2","7,9",8
городское население,7,"7,9","6,9","9,3"
сельское население,"6,4","10,8","9,1","6,5"
1-4.,
все население,"0,6","0,5","0,4","0,5"
городское население,"0,5","0,4","0,4","0,4"
сельское население,"0,6","0,7","0,4","0,6"
5-9.,
все население,"0,2","0,3","0,1","0,3"
городское население,"0,1","0,2","0,1","0,1"
сельское население,"0,3","0,5",0,"0,5"
10-14.,
все население,"0,4","0,2","0,4","0,2"
городское население,"0,3","0,2","0,3","0,1"
сельское население,"0,4","0,3","0,5","0,2"
15-19,
все население,"0,8","0,6","0,5","0,4"
городское население,"0,5","0,4","0,5","0,5"
сельское население,"1,1","0,8","0,5","0,3"
20-24,
все население,"0,9","0,8","0,6","0,6"
городское население,"0,6","0,6","0,5","0,5"
сельское население,"1,4","1,5","1,2","0,9"
25-29.,
все население,"1,5","1,5","1,3","1,3"
городское население,"1,4","1,4","1,3","1,2"
сельское население,"1,7","1,8","1,5","1,7"
30-34.,
все население,"2,3","1,8","2,4","1,8"
городское население,"2,1","1,8","2,2","1,7"
сельское население,"2,6","1,9","2,7","2,1"
35-39.,
все население,"2,2","2,6","2,9","2,4"
городское население,"2,2","2,5","2,6","2,4"
сельское население,"2,2","2,8","3,3","2,5"
40-44.,
все население,"3,2","2,9","3,2","3,5"
городское население,3,"2,9","3,4","3,3"
сельское население,"3,5",3,3,"3,8"
45-49,
все население,"4,3","4,4",4,4
городское население,"4,1","4,3","4,3","3,9"
сельское население,"4,5","4,4","3,7","4,2"
50-54,
все население,"5,7","5,8","5,3","5,4"
городское население,"5,3","5,5","4,7","5,1"
сельское население,6,"6,1","5,8","5,6"
55-59,
все население,"9,7","8,6",8,"7,6"
городское население,9,"8,5","7,3","7,1"
сельское население,"10,4","8,8","8,6","8,1"
60-64,
все население,"13,6",13,"12,1","12,1"
городское население,"12,1",12,"11,2","11,1"
сельское население,"15,4","14,2","13,2","13,2"
65-69,
все население,20,"19,8","17,8","17,6"
городское население,"18,5",19,"16,7","15,9"
сельское население,"21,9","20,9","19,2","19,8"
70-74,
все население,"30,9","32,8","32,3","30,7"
городское население,28,"32,2","30,4","30,6"
сельское население,"34,3","33,4","34,5","30,7"
75-79,
все население,"54,6","52,3","49,3","49,2"
городское население,"51,6","49,1",48,"47,2"
сельское население,"57,9","55,8","50,7","51,5"
80-84,
все население,"96,2","95,3","90,3","89,4"
городское население,95,"94,5","87,3","85,5"
сельское население,"97,5","96,2","93,6","93,6"
85 и старше,
все население,179,"179,5","172,8","172,6"
городское население,"178,4","168,2","171,3","168,2"
сельское население,"179,6","193,1","174,7","177,9"
Забайкальский край,
Всего,
все население,"11,3","11,3","10,9","10,9"
городское население,11,11,"10,5","10,3"
сельское население,"11,8",12,"11,9","12,1"
0,
все население,"5,5","6,5","7,2","5,6"
городское население,"5,4","6,2","5,6","5,4"
сельское население,"5,7","7,1","10,1","5,8"
1-4.,
все население,"0,6","0,5","0,6","0,6"
городское население,"0,4","0,5","0,6","0,4"
сельское население,"0,9","0,5","0,6",1
5-9.,
все население,"0,2","0,1","0,2","0,2"
городское население,"0,1",0,"0,2","0,2"
сельское население,"0,3","0,2","0,2","0,2"
10-14.,
все население,"0,4","0,4","0,2","0,2"
городское население,"0,3","0,5","0,3","0,3"
сельское население,"0,6","0,3","0,1","0,1"
15-19,
все население,"1,2","1,3","0,9","0,8"
городское население,"0,7","0,9","0,6","0,6"
сельское население,"2,5","2,2","1,5","1,3"
20-24,
все население,"1,3","1,3","0,8",1
городское население,1,"0,9","0,5","0,8"
сельское население,"2,1","2,4","1,9","1,5"
25-29.,
все население,2,"1,6","1,6","1,6"
городское население,"1,8","1,1","1,4","1,4"
сельское население,"2,3","2,8","2,1","2,1"
30-34.,
все население,"2,3","2,6","2,3","2,5"
городское население,2,"2,3","2,2","2,4"
сельское население,"2,8","3,1","2,3","2,7"
35-39.,
все население,"4,3","3,2",3,"3,6"
городское население,"3,9","2,7","2,5","3,4"
сельское население,"5,2","4,4",4,4
40-44.,
все население,"5,3","4,5","4,2",4
городское население,5,"4,6","4,1","3,7"
сельское население,"5,8","4,4","4,4","4,9"
45-49,
все население,6,"6,5","6,4","5,2"
городское население,"5,5","6,4","5,8","5,5"
сельское население,"6,9","6,7","7,5","4,7"
50-54,
все население,"7,8","8,2","6,9","8,1"
городское население,"7,8","7,7","6,5","7,5"
сельское население,"7,8","9,1","7,7","9,1"
55-59,
все население,"11,9","12,2","11,8","11,4"
городское население,"11,9","11,7","10,5","10,4"
сельское население,"11,9",13,"14,4","13,4"
60-64,
все население,17,"16,4","16,4","17,4"
городское население,"15,9",16,"14,9","16,7"
сельское население,"19,6","17,3","19,7","18,9"
65-69,
все население,"22,7","25,7","21,8","21,2"
городское население,"21,8","24,5","21,3","20,3"
сельское население,25,"28,7","23,1","23,4"
70-74,
все население,"38,1","36,2","34,3","32,1"
городское население,"37,5","35,7","33,2","28,7"
сельское население,"39,4","37,4","36,4","39,3"
75-79,
все население,"62,3","60,1","58,1","53,3"
городское население,"63,1","63,6","56,7","51,3"
сельское население,"60,8","53,6","60,6","57,3"
80-84,
все население,"105,6","105,3","106,8","97,9"
городское население,"105,2","106,2","111,7","93,2"
сельское население,"106,4","103,7","97,7","106,2"
85 и старше,
все население,"192,7",189,"181,4","187,9"
городское население,"204,7","189,5","188,9","199,9"
сельское население,"168,4","188,2","165,9","164,4"
Красноярский край,
Всего,
все население,"11,2","11,2","11,1","11,1"
городское население,"10,5","10,5","10,3","10,2"
сельское население,"13,7","13,9","13,6",14
0,
все население,"7,7","8,5","7,7","7,3"
городское население,"5,7","7,6","6,4","6,5"
сельское население,"13,4","11,2","11,5","9,5"
1-4.,
все население,"0,3","0,6","0,5","0,4"
городское население,"0,2","0,5","0,5","0,4"
сельское население,"0,6","1,1","0,7","0,4"
5-9.,
все население,"0,2","0,2","0,2","0,2"
городское население,"0,1","0,2","0,2","0,2"
сельское население,"0,4","0,3","0,4","0,3"
10-14.,
все население,"0,2","0,3","0,2","0,4"
городское население,"0,2","0,2","0,2","0,4"
сельское население,"0,2","0,4","0,3","0,4"
15-19,
все население,"0,6","0,8","0,5","0,6"
городское население,"0,4","0,5","0,3","0,4"
сельское население,"1,3","1,6",1,"1,1"
20-24,
все население,"0,9","0,9","0,9","0,9"
городское население,"0,6","0,6","0,6","0,7"
сельское население,2,"2,6","2,5","1,8"
25-29.,
все население,"1,7","1,5","1,4","1,3"
городское население,"1,5","1,3","1,2","1,2"
сельское население,"2,5","2,1","2,2","2,3"
30-34.,
все население,"2,4","2,3","2,2","2,4"
городское население,"2,3","2,1",2,"2,3"
сельское население,3,"3,2","3,2",3
35-39.,
все население,"3,1","2,8","2,8","2,9"
городское население,"2,9","2,5","2,6","2,6"
сельское население,4,"4,2","3,8",4
40-44.,
все население,"3,7","3,5","3,7","3,7"
городское население,"3,5",3,"3,4","3,4"
сельское население,"4,4","5,5","4,8","4,9"
45-49,
все население,"4,5","4,4","4,6","4,6"
городское население,"3,9","4,1","4,4","4,1"
сельское население,"6,7","5,3","5,4","6,2"
50-54,
все население,"6,9","6,3","6,1",6
городское население,"6,4","5,9","5,7","5,4"
сельское население,"8,4","7,4","7,5","7,7"
55-59,
все население,"9,6","9,9",9,"9,6"
городское население,"8,8","9,1","8,5","8,7"
сельское население,12,"12,2","10,3","12,2"
60-64,
все население,"14,9","13,7","13,6","13,5"
городское население,"13,8",13,"13,1","12,4"
сельское население,"18,5","15,8","15,3","16,7"
65-69,
все население,"21,7","20,1","18,5","18,7"
городское население,"20,8","19,1","17,5","17,3"
сельское население,"24,7","23,7",22,"23,2"
70-74,
все население,"32,9","31,6","31,7","30,6"
городское население,"32,6","30,9","30,1","29,4"
сельское население,"33,8","33,8","36,8","34,6"
75-79,
все население,"55,4","53,9",49,"50,5"
городское население,"54,6","52,5","48,1","49,7"
сельское население,"57,6","57,9","51,8","52,8"
80-84,
все население,"95,3","95,1","95,2","88,6"
городское население,"95,7","95,2","92,8","86,8"
сельское население,"94,4","94,6","101,4","93,3"
85 и старше,
все население,"178,1","181,2","178,4","170,6"
городское население,"179,8","181,4","182,3","169,4"
сельское население,"173,4","180,7","167,8","174,1"
Иркутская область,
Всего,
все население,"11,7","11,8","11,6","11,7"
городское население,"11,6","11,7","11,5","11,7"
сельское население,"12,3","12,3","11,8","11,6"
0,
все население,"8,2",8,"8,6","7,2"
городское население,"6,9","6,7","8,1","7,6"
сельское население,"12,5",12,"9,8","6,1"
1-4.,
все население,"0,6","0,5","0,6","0,7"
городское население,"0,5","0,5","0,5","0,7"
сельское население,"0,9","0,6","0,7","0,8"
5-9.,
все население,"0,3","0,3","0,2","0,2"
городское население,"0,3","0,3","0,2","0,3"
сельское население,"0,4","0,4","0,2","0,2"
10-14.,
все население,"0,5","0,3","0,3","0,2"
городское население,"0,5","0,3","0,2","0,2"
сельское население,"0,4","0,3","0,6","0,2"
15-19,
все население,"0,8","0,7","0,6","0,8"
городское население,"0,7","0,6","0,4","0,7"
сельское население,"1,5",1,"1,2",1
20-24,
все население,"1,1","1,2","1,2",1
городское население,"1,1","1,1",1,"0,9"
сельское население,"1,2","1,8","2,2",1
25-29.,
все население,"2,1","2,1","2,4","2,1"
городское население,"2,1","1,9","2,4","2,1"
сельское население,"2,3","2,8","2,3","2,6"
30-34.,
все население,"3,7","3,8",4,"3,9"
городское население,"3,6","3,7","3,9","3,7"
сельское население,"4,3","4,3","4,3","4,7"
35-39.,
все население,4,"3,8","3,9","4,2"
городское население,"3,8","3,8","3,7","4,2"
сельское население,"5,3","3,9","4,7","4,1"
40-44.,
все население,"4,6","4,5","4,3","4,4"
городское население,"4,5","4,3","4,1","4,3"
сельское население,"4,8","5,2",5,"5,2"
45-49,
все население,6,"5,4","5,3","5,6"
городское население,"5,5","5,1","4,8","5,4"
сельское население,"7,7","6,6","7,5","6,2"
50-54,
все население,"7,6","8,1",7,"7,2"
городское население,"7,5","7,9","6,8","6,8"
сельское население,"8,1","8,9","7,9","8,7"
55-59,
все население,"10,9","10,6","10,2","10,4"
городское население,"10,2",10,"9,8","9,8"
сельское население,"14,2","13,2","11,6","12,7"
60-64,
все население,"15,7","14,7","14,6",14
городское население,"14,8","14,1","14,2","13,6"
сельское население,20,18,"16,4","15,7"
65-69,
все население,"22,1","19,7","18,7",20
городское население,21,"18,8","18,1","19,8"
сельское население,"28,1","24,5",22,"20,6"
70-74,
все население,33,"33,1","32,1","30,9"
городское население,"32,5","32,1","31,9","29,9"
сельское население,"35,7","38,1",33,"35,9"
75-79,
все население,"54,9",52,"50,2","49,3"
городское население,55,"51,3",49,49
сельское население,"54,7","55,1","55,8","50,8"
80-84,
все население,"94,4","97,7","92,7","91,8"
городское население,"93,5",98,"92,4","93,2"
сельское население,98,"96,8","93,7","86,2"
85 и старше,
все население,"181,8","183,2","177,7","175,7"
городское население,"180,3","181,9","178,4","175,2"
сельское население,"189,7","190,2","174,5","177,8"
Кемеровская область,
Всего,
все население,"13,2","13,2","12,6","12,7"
городское население,"13,1","13,1","12,5","12,5"
сельское население,"14,2","14,2","13,4","13,7"
0,
все население,"5,8","8,6","7,1","6,6"
городское население,"5,8",9,"6,6","6,2"
сельское население,"6,1","6,4","9,5","9,1"
1-4.,
все население,"0,6","0,5","0,5","0,5"
городское население,"0,6","0,5","0,4","0,4"
сельское население,"0,5","0,5","0,8","0,8"
5-9.,
все население,"0,3","0,2","0,2","0,3"
городское население,"0,4","0,2","0,2","0,3"
сельское население,"0,2","0,2","0,4","0,2"
10-14.,
все население,"0,4","0,3","0,2","0,3"
городское население,"0,4","0,3","0,2","0,3"
сельское население,"0,2","0,1","0,3","0,3"
15-19,
все население,"0,6","0,6","0,5","0,5"
городское население,"0,6","0,6","0,4","0,4"
сельское население,"0,9","0,7","0,9","0,8"
20-24,
все население,"1,2",1,"0,9","1,2"
городское население,"1,2",1,"0,9","1,1"
сельское население,"1,6","1,5","1,2","1,6"
25-29.,
все население,"2,2",2,"1,8","1,9"
городское население,"2,1",2,"1,7","1,8"
сельское население,"2,8","2,5","2,5","2,6"
30-34.,
все население,"3,5","3,4","3,2","3,2"
городское население,"3,5","3,2","3,1","3,1"
сельское население,"3,5","4,7","3,3","4,4"
35-39.,
все население,"3,8","3,6","3,8","3,9"
городское население,"3,7","3,5","3,7","3,8"
сельское население,"4,5","3,8","4,6","4,6"
40-44.,
все население,"4,3","4,2","3,9","4,3"
городское население,"4,2","4,3","3,9",4
сельское население,"5,4","3,8","3,6","6,2"
45-49,
все население,"5,2","5,3","5,1","5,1"
городское население,"5,2",5,"4,9",5
сельское население,"5,7",7,"6,1","5,9"
50-54,
все население,"7,8","7,3","7,1","6,3"
городское население,"7,5",7,"6,9","6,3"
сельское население,"9,1","8,8",8,6
55-59,
все население,"11,7","10,8","9,8","9,7"
городское население,"11,2","10,5","9,7","9,4"
сельское население,"14,7","12,4",10,"11,1"
60-64,
все население,"15,2",15,"13,9",13
городское население,"14,6","14,8","13,4","12,7"
сельское население,"19,3","16,6","17,4",15
65-69,
все население,"23,1","21,1","18,9","19,3"
городское население,"22,6","20,5","18,8","19,1"
сельское население,"26,5","25,1","19,7","20,5"
70-74,
все население,"34,3","33,8",32,"30,5"
городское население,"33,7","33,4","31,6","30,5"
сельское население,"38,5","36,2","34,2",31
75-79,
все население,"57,8","54,8","50,8","50,8"
городское население,"57,5","54,9","50,8","50,6"
сельское население,"59,7","54,1","50,9","52,2"
80-84,
все население,98,"97,1",90,"86,3"
городское население,99,"97,5","90,2","86,4"
сельское население,"92,3",95,"88,5","85,6"
85 и старше,
все население,"176,3","181,7","176,1","177,9"
городское население,"178,8","181,3","176,6",178
сельское население,162,"184,1","172,9","176,9"
Новосибирская область,
Всего,
все население,"12,1","12,2","12,1","11,9"
городское население,"11,5","11,6","11,4","11,4"
сельское население,"14,1","14,4","14,5","13,8"
0,
все население,"6,3","7,1","6,3","6,3"
городское население,"5,8",7,"6,3",6
сельское население,"7,8",7,"6,3","7,2"
1-4.,
все население,"0,6","0,3","0,4","0,3"
городское население,"0,5","0,3","0,3","0,3"
сельское население,"0,7","0,5","0,5","0,2"
5-9.,
все население,"0,3","0,3","0,2","0,3"
городское население,"0,4","0,4","0,2","0,3"
сельское население,"0,2","0,1","0,4","0,2"
10-14.,
все население,"0,2","0,5","0,2","0,4"
городское население,"0,2","0,5","0,2","0,4"
сельское население,"0,1","0,4",0,"0,2"
15-19,
все население,"0,5","0,5","0,5","0,6"
городское население,"0,3","0,5","0,4","0,6"
сельское население,1,"0,7","0,8","0,5"
20-24,
все население,"0,8","0,8","0,6","0,7"
городское население,"0,7","0,6","0,6","0,5"
сельское население,"1,4",2,"0,6","1,5"
25-29.,
все население,"1,3","1,2","1,2","1,2"
городское население,"1,2","1,1","1,1","1,2"
сельское население,"1,6","1,6","1,6","1,7"
30-34.,
все население,"1,9","1,8","1,9","1,9"
городское население,"1,8","1,7","1,6","1,8"
сельское население,"2,6","1,9","3,1","2,4"
35-39.,
все население,2,"2,6","2,3","2,7"
городское население,2,"2,4","2,2","2,5"
сельское население,"2,2","3,3","2,8","3,4"
40-44.,
все население,"3,3","3,1","2,9","2,8"
городское население,"3,2",3,"2,8","2,8"
сельское население,"3,7","3,6","3,3",3
45-49,
все население,4,"3,9",4,"4,1"
городское население,"3,7","3,7",4,4
сельское население,"4,9","4,8","4,1","4,6"
50-54,
все население,"5,5","5,7","5,2","5,1"
городское население,"5,5","5,5","5,2","4,8"
сельское население,"5,7","6,3","5,4","6,2"
55-59,
все население,"9,2","8,4","7,8",8
городское население,"8,6",8,"7,3","7,6"
сельское население,"11,3","9,6","9,7","9,4"
60-64,
все население,13,"11,8","12,2","11,8"
городское население,"12,4","10,7","11,3",11
сельское население,15,"15,7","15,5","14,7"
65-69,
все население,"18,9","17,8","17,1","17,4"
городское население,"17,8","16,5","16,2","16,7"
сельское население,"23,2","23,2","21,1","20,4"
70-74,
все население,"29,4","29,3","29,3","28,7"
городское население,"27,9","27,7","27,3","26,9"
сельское население,"34,5",35,"36,3","35,4"
75-79,
все население,"52,5","50,2","47,2","45,4"
городское население,"50,4","47,6","44,5","44,4"
сельское население,"58,9","58,8","56,6","48,8"
80-84,
все население,"87,2","92,3","90,6","86,8"
городское население,"86,6","90,2","87,9","84,1"
сельское население,"88,9","98,8","98,6","95,4"
85 и старше,
все население,"172,7","172,3","177,6","167,4"
городское население,168,"171,5","175,6","168,4"
сельское население,"189,6","175,5","184,8","163,8"
Омская область,
Всего,
все население,12,"12,4",12,"11,7"
городское население,"11,4","11,8","11,5","11,2"
сельское население,"13,8","13,9","13,4","13,1"
0,
все население,5,"7,4","5,8","5,6"
городское население,"4,7","6,9","5,1","5,2"
сельское население,"5,5","8,5","7,4","6,4"
1-4.,
все население,"0,5","0,5","0,5","0,3"
городское население,"0,2","0,4","0,5","0,2"
сельское население,"1,1","0,8","0,6","0,4"
5-9.,
все население,"0,2","0,4","0,1","0,3"
городское население,"0,1","0,5","0,1","0,2"
сельское население,"0,2","0,4","0,1","0,4"
10-14.,
все население,"0,4","0,2","0,2","0,2"
городское население,"0,4","0,1","0,2","0,2"
сельское население,"0,4","0,3","0,3","0,2"
15-19,
все население,"0,5","0,5","0,6","0,5"
городское население,"0,4","0,3","0,4","0,4"
сельское население,"0,9","0,9","1,1","0,7"
20-24,
все население,"0,7","0,8","0,6","0,6"
городское население,"0,5","0,7","0,5","0,5"
сельское население,"1,5","1,2",1,1
25-29.,
все население,"1,1",1,"1,3","1,2"
городское население,"0,9","0,8","1,2",1
сельское население,"1,7","1,5","1,5","1,8"
30-34.,
все население,"1,9","1,9",2,2
городское население,"1,7","1,6","1,9","1,8"
сельское население,"2,2","2,6","2,6","2,6"
35-39.,
все население,"2,2","2,4","2,7","2,7"
городское население,"1,9","2,1","2,8","2,6"
сельское население,"3,1","3,2","2,6",3
40-44.,
все население,"3,1","2,9","2,8","3,1"
городское население,"2,5","2,6","2,7","3,2"
сельское население,"4,6","3,9","3,1",3
45-49,
все население,4,"4,1","3,7","3,6"
городское население,"3,9","3,8","3,2","3,6"
сельское население,"4,4",5,"4,9","3,7"
50-54,
все население,"5,7","5,4","5,5","5,2"
городское население,"5,1",5,5,"4,7"
сельское население,"7,3","6,4","6,7","6,6"
55-59,
все население,"9,1","9,3","9,3","8,5"
городское население,"8,3","8,6","8,3","7,7"
сельское население,"11,2","11,1","11,8","10,4"
60-64,
все население,"14,7",13,"12,3","11,5"
городское население,"13,3","12,1","11,9","10,7"
сельское население,"18,7","15,7","13,5","13,7"
65-69,
все население,"19,5","19,8","18,1","17,8"
городское население,"17,8","18,4","16,9","16,7"
сельское население,"24,7","24,1","21,9","21,4"
70-74,
все население,"30,9","31,1","31,1","29,5"
городское население,"28,2","29,4","28,9","26,7"
сельское население,38,"35,5","37,2","37,1"
75-79,
все население,"54,8","53,2",51,"48,9"
городское население,"52,7","50,7","48,4",46
сельское население,60,"59,8",58,"56,9"
80-84,
все население,"95,7","98,8","90,8","86,5"
городское население,"93,7","95,5","87,1","83,6"
сельское население,"100,5","106,9","99,9","93,9"
85 и старше,
все население,"177,3","186,9",174,"170,7"
городское население,"174,2",184,"173,3","168,5"
сельское население,"185,9","194,9",176,"176,7"
Томская область,
Всего,
все население,"10,4","10,4","10,4","10,2"
городское население,"9,3","9,3","9,5","9,2"
сельское население,"13,2","13,3","12,8",13
0,
все население,"4,6","6,6","5,5","4,4"
городское население,"4,2","6,1","4,2","3,3"
сельское население,"5,4","7,6","8,1","6,6"
1-4.,
все население,"0,4","0,5","0,3","0,4"
городское население,"0,4","0,4","0,2","0,3"
сельское население,"0,5","0,7","0,3","0,6"
5-9.,
все население,"0,2","0,3","0,2","0,2"
городское население,"0,1","0,2","0,2","0,2"
сельское население,"0,5","0,4","0,2","0,3"
10-14.,
все население,"0,2","0,4","0,3","0,1"
городское население,"0,2","0,3","0,3","0,1"
сельское население,"0,2","0,6","0,2","0,1"
15-19,
все население,"0,5","0,4","0,4","0,4"
городское население,"0,2","0,2","0,3","0,5"
сельское население,"1,5",1,"0,6","0,3"
20-24,
все население,"0,6","0,6","0,5","0,5"
городское население,"0,4","0,5","0,4","0,3"
сельское население,"1,5","1,3","1,2","1,7"
25-29.,
все население,"1,1","0,9","1,2","0,9"
городское население,"0,9","0,7",1,"0,8"
сельское население,"1,5","1,5",2,"1,4"
30-34.,
все население,"2,1","1,7","1,8","1,8"
городское население,"1,9","1,4","1,6","1,5"
сельское население,"2,8","2,4","2,6","2,9"
35-39.,
все население,"2,3","2,5","2,7","2,3"
городское население,2,"2,5","2,4","1,9"
сельское население,"3,2","2,7","3,5","3,3"
40-44.,
все население,"2,9","3,1","3,2",3
городское население,"2,7","2,6","2,9","2,6"
сельское население,"3,6","4,2","3,9","4,2"
45-49,
все население,"4,1","4,1","3,7","4,1"
городское население,"3,8","3,5","3,4","3,3"
сельское население,"4,8","5,4","4,6","6,1"
50-54,
все население,"6,8","6,6","6,3","5,9"
городское население,"6,1","5,5","5,6","5,3"
сельское население,"8,1","8,6","7,8",7
55-59,
все население,"9,3","8,8","8,5","8,4"
городское население,"8,2","7,6","7,6","7,9"
сельское население,"11,6","11,1","10,3","9,5"
60-64,
все население,"12,7","12,6","12,2",12
городское население,"11,8","10,9","11,4","10,8"
сельское население,15,"16,4",14,"14,6"
65-69,
все население,"20,5","17,2","18,9",17
городское население,17,"16,5","18,3","15,6"
сельское население,"29,7","19,1","20,7","20,6"
70-74,
все население,"28,3","28,7","28,9","27,5"
городское население,"26,2",28,"26,2","27,6"
сельское население,"33,1","30,5","35,6","27,4"
75-79,
все население,"50,6","47,3","45,6","46,2"
городское население,"49,3","45,1","46,5","42,6"
сельское население,"53,4",52,"43,4","54,2"
80-84,
все население,"92,5","90,9",92,"89,6"
городское население,"87,6","86,6","88,7","86,5"
сельское население,102,"99,5","98,8","95,9"
85 и старше,
все население,"176,4","182,8","171,8","169,3"
городское население,"172,4","175,6","169,8","167,9"
