,2011,2012,2013,2014
городское население,41,"38,8","39,1","39,8"
сельское население,45,"41,5","45,6","36,2"
65-69,
все население,"56,5","54,3","47,4","48,9"
городское население,"57,4",54,"47,4",49
сельское население,"53,1","55,5","47,8","48,6"
70-74,
все население,"74,9",69,"72,3","69,5"
городское население,"73,2","68,4","70,2","69,8"
сельское население,"81,9","71,5","80,6","68,3"
75-79,
все население,"102,9","101,4","94,1","92,1"
городское население,"102,6","105,8","92,9","93,3"
сельское население,104,86,"98,8","87,3"
80-84,
все население,"144,5",140,"140,7","139,1"
городское население,"145,2",138,"138,4","145,9"
сельское население,142,"146,3","147,9","117,5"
85 и старше,
все население,"196,2","204,6","202,7",203
городское население,"190,4","204,5","206,2","202,7"
сельское население,"228,2","206,3","187,4","204,6"
Кемеровская область,
Всего,
все население,"18,1","17,4","16,7","16,8"
городское население,"18,1","17,4","16,6","16,7"
сельское население,"18,1","17,5","17,3","17,5"
0,
все население,9,"9,1","7,5","7,7"
городское население,"8,3","8,5","7,2",7
сельское население,"12,9","11,7","9,2","11,3"
1-4.,
все население,"0,7","0,6","0,5","0,7"
городское население,"0,6","0,6","0,5","0,7"
сельское население,"1,3","0,6","0,8",1
5-9.,
все население,"0,3","0,3","0,3","0,2"
городское население,"0,3","0,3","0,3","0,3"
сельское население,"0,2","0,4","0,3","0,2"
10-14.,
все население,"0,4","0,4","0,5","0,3"
городское население,"0,3","0,5","0,4","0,3"
сельское население,"0,8","0,4","1,1","0,5"
15-19,
все население,"1,5","1,7","1,6","1,5"
городское население,"1,3","1,6","1,3","1,3"
сельское население,"2,6","2,3","2,7","2,9"
20-24,
все население,"4,8","4,5","4,5","3,4"
городское население,"4,5","4,2","4,2","3,3"
сельское население,6,6,6,4
25-29.,
все население,7,"6,9","6,2","6,1"
городское население,"6,8","6,8","6,1",6
сельское население,"8,2","7,7","6,9","6,7"
30-34.,
все население,"10,9","10,1","9,4","9,6"
городское население,11,"10,1","9,2","9,4"
сельское население,"9,8","9,7","10,8","11,2"
35-39.,
все население,"11,9","12,3","12,1","12,1"
городское население,"12,1","12,3","12,1","11,7"
сельское население,"10,3","11,9",12,"14,4"
40-44.,
все население,"12,1","11,5","11,6","12,2"
городское население,"12,1","11,4","11,4","12,2"
сельское население,"12,4","11,7","13,3","11,9"
45-49,
все население,"15,5","14,4","13,3","13,4"
городское население,"15,4","14,4","13,1","13,3"
сельское население,"15,8","14,1","14,1","13,8"
50-54,
все население,"21,6","19,6","17,6","18,1"
городское население,"22,1","19,6","17,7","18,2"
сельское население,"19,3",20,17,"17,6"
55-59,
все население,"30,3","27,1","25,2","25,3"
городское население,"30,5","27,5","25,6","25,5"
сельское население,"29,1","25,3","23,2","24,5"
60-64,
все население,41,"38,4","36,5","36,4"
городское население,"41,4","38,1","36,9","36,3"
сельское население,"39,3","39,7","34,6",37
65-69,
все население,"53,8","50,3","46,6","47,9"
городское население,"53,6","50,8","46,1","48,6"
сельское население,"54,6","47,8","49,3",44
70-74,
все население,"71,5","73,1","69,6","66,4"
городское население,"71,2","73,6","69,1","66,3"
сельское население,"73,3","70,2","72,5","67,1"
75-79,
все население,"99,4","95,1","93,2","92,5"
городское население,"100,2","96,7","94,8","94,1"
сельское население,"95,5","86,7","84,8","84,1"
80-84,
все население,"140,5","138,3","140,4","134,7"
городское население,"142,9","142,5","141,5","136,8"
сельское население,"128,3","117,3","135,1","124,3"
85 и старше,
все население,"208,7",205,"192,1","194,9"
городское население,"210,8","209,2",195,"197,9"
сельское население,"193,7","177,5","174,4","178,3"
Новосибирская область,
Всего,
все население,"15,3","15,2",15,"14,9"
городское население,"14,5","14,6","14,2","14,1"
сельское население,"17,9","17,4","17,7","17,4"
0,
все население,"8,2","9,8","7,4","7,3"
городское население,"8,4","10,5","7,2","6,6"
сельское население,"7,8","7,5","8,2","9,7"
1-4.,
все население,"0,6","0,6","0,4","0,5"
городское население,"0,6","0,6","0,4","0,5"
сельское население,"0,8","0,6","0,5","0,5"
5-9.,
все население,"0,5","0,4","0,2","0,4"
городское население,"0,5","0,5","0,2","0,5"
сельское население,"0,5","0,2","0,2","0,2"
10-14.,
все население,"0,4","0,6","0,5","0,4"
городское население,"0,3","0,5","0,4","0,4"
сельское население,"0,5","0,8","0,7","0,5"
15-19,
все население,"1,4","1,3","1,3",1
городское население,"1,2","1,1",1,1
сельское население,2,"2,1",2,"1,2"
20-24,
все население,"2,6","2,5","2,5","2,4"
городское население,"2,2","2,1","2,1",2
сельское население,"4,4",5,"4,6","4,6"
25-29.,
все население,"4,1","4,2","4,6","4,2"
городское население,"3,6","3,9","4,1","4,1"
сельское население,6,"5,5",7,"4,7"
30-34.,
все население,"6,6","6,6","7,1","6,7"
городское население,"6,4","6,5","6,9","6,3"
сельское население,"7,5",7,"7,9","8,6"
35-39.,
все население,"7,7","8,7","8,5","9,1"
городское население,"7,5",9,"8,5",9
сельское население,"8,4","7,9","8,5","9,8"
40-44.,
все население,"8,4","8,8","8,6","9,6"
городское население,"8,1","8,6","8,5","9,2"
сельское население,"9,3","9,5","8,9","11,2"
45-49,
все население,"12,2","10,3","10,9","11,3"
