,2011,2012,2013,2014
городское население,"32,2","33,5","29,2","30,9"
сельское население,"39,5",41,"37,1",37
65-69,
все население,"46,9","43,1","42,6","44,3"
городское население,"43,9","39,6","40,3","42,6"
сельское население,"51,3","48,2","46,2",47
70-74,
все население,"72,2","69,7","66,7","63,2"
городское население,"69,9","65,9","61,9","58,9"
сельское население,"74,9","74,6","73,3","69,5"
75-79,
все население,"95,9","97,4",93,"94,6"
городское население,"96,1","97,1","90,1",92
сельское население,"95,7","97,6","96,5",98
80-84,
все население,"137,2","141,9","139,3","129,3"
городское население,"132,8",141,"128,4","129,6"
сельское население,"141,8","142,7","151,2","128,9"
85 и старше,
все население,"193,1",195,"182,5","192,2"
городское население,"187,9","200,9","169,2","173,9"
сельское население,"201,2","186,8",202,"219,3"
Челябинская область,
Всего,
все население,"16,2","16,1","15,6","15,7"
городское население,"15,9","15,7","15,2","15,3"
сельское население,"17,7","17,8","17,5","17,5"
0,
все население,"8,5","9,1","9,2","8,2"
городское население,"7,7","8,6","8,7","7,9"
сельское население,"11,3","11,1","10,9","9,4"
1-4.,
все население,"0,5","0,5","0,5","0,6"
городское население,"0,4","0,5","0,4","0,5"
сельское население,"0,9","0,7","0,9","0,9"
5-9.,
все население,"0,3","0,3","0,3","0,4"
городское население,"0,3","0,4","0,2","0,3"
сельское население,"0,3","0,2","0,6","0,8"
10-14.,
все население,"0,4","0,4","0,3","0,4"
городское население,"0,4","0,4","0,3","0,3"
сельское население,"0,2","0,6","0,6","0,5"
15-19,
все население,"1,4","1,4","1,3","1,1"
городское население,1,"1,1","1,1","0,9"
сельское население,"2,8","2,7","2,1","1,8"
20-24,
все население,"3,1","3,4","3,1","2,8"
городское население,"2,6",3,"2,5","2,2"
сельское население,"5,3","5,5","5,9","6,2"
25-29.,
все население,"4,9","4,7","4,5","4,3"
городское население,"4,5","4,3","4,1",4
сельское население,"6,9","6,6","6,7","6,3"
30-34.,
все население,"8,2","7,9","7,3","7,4"
городское население,"7,9","7,3","7,2","6,9"
сельское население,"10,1","11,2",8,"9,8"
35-39.,
все население,"8,6","8,8","9,7","10,2"
городское население,"8,1","8,4","9,3","9,9"
сельское население,11,"10,8",12,"11,8"
40-44.,
все население,"9,3","9,3","9,5","9,6"
городское население,"8,9","8,8",9,9
сельское население,"11,3","11,6","11,8","12,7"
45-49,
все население,"12,8","12,2","11,7","11,7"
городское население,"12,2","11,9","10,9","11,3"
сельское население,15,"13,5","15,2","13,6"
50-54,
все население,"17,5","16,8","16,6","16,4"
городское население,"17,4",16,"16,1","16,3"
сельское население,"18,1","19,5","18,2","16,9"
55-59,
все население,"26,8","24,5","23,1","23,2"
городское население,"26,4","24,1","23,1",23
сельское население,"28,1","25,9","23,2","23,9"
60-64,
все население,"37,3","36,1",35,"35,2"
городское население,"37,2","35,3","34,3",35
сельское население,"37,9","39,5","37,5","36,1"
65-69,
все население,"47,4","46,2","44,3","45,7"
городское население,"46,9","46,4","44,2","44,9"
сельское население,"49,8","45,7","44,9","49,5"
70-74,
все население,"68,6","67,2",67,"61,8"
городское население,68,"66,7","65,5","60,8"
сельское население,"71,1","69,2","73,5","66,6"
75-79,
все население,97,"96,7","90,1","89,5"
городское население,"95,6","96,6","89,2","89,1"
сельское население,"102,9","97,3",94,91
80-84,
все население,"139,2","142,9","132,6","128,3"
городское население,"139,9","142,2","132,6","127,1"
сельское население,"136,2","146,2","132,7","133,4"
85 и старше,
все население,"197,9","199,6","192,5","196,9"
городское население,"197,9","201,1","193,8","196,9"
сельское население,"199,5","190,9","185,4","197,7"
Сибирский Федеральный округ,
Всего,
все население,"15,8","15,6","15,1","15,1"
городское население,"15,2",15,"14,5","14,5"
сельское население,"17,5","17,1","16,8","16,7"
0,
все население,"8,9","10,5","9,4","8,8"
городское население,8,"9,4","8,4","7,9"
сельское население,"10,7","12,8","11,5","10,8"
1-4.,
все население,"0,7","0,7","0,6","0,6"
городское население,"0,6","0,6","0,5","0,5"
сельское население,1,"0,8","0,9","0,8"
5-9.,
все население,"0,3","0,4","0,3","0,3"
городское население,"0,3","0,4","0,3","0,3"
сельское население,"0,4","0,4","0,4","0,3"
10-14.,
все население,"0,5","0,5","0,5","0,5"
городское население,"0,5","0,4","0,5","0,4"
сельское население,"0,7","0,7","0,6","0,6"
15-19,
все население,"1,7","1,6","1,5","1,4"
городское население,"1,3","1,3","1,2","1,1"
сельское население,"2,8","2,4","2,3","2,1"
20-24,
все население,"3,4","3,3","3,3","2,9"
городское население,"2,7","2,7","2,6","2,3"
сельское население,"5,6","5,7","5,7","5,3"
25-29.,
все население,"5,3","5,2",5,"4,8"
городское население,"4,7","4,7","4,5","4,2"
сельское население,"6,8","6,7","6,9","6,5"
30-34.,
все население,"8,1",8,"7,6","7,4"
городское население,8,"7,7","7,4",7
сельское население,"8,5","8,8","8,2","8,7"
35-39.,
все население,"9,3","9,6","9,5",10
городское население,"9,2","9,6","9,3","9,7"
сельское население,"9,7","9,8","9,9","10,8"
40-44.,
все население,"10,5","10,1","10,2","10,5"
городское население,"10,1","9,7",10,"10,4"
сельское население,"11,4","11,4",11,11
45-49,
все население,"14,1","13,2","12,9","12,7"
городское население,"13,7","12,9","12,5","12,4"
сельское население,15,"13,7","13,8","13,4"
50-54,
все население,"19,1","18,3","17,2","17,2"
городское население,"19,1","18,3","17,1","17,2"
сельское население,"19,2","18,2","17,5","17,1"
55-59,
все население,"27,2","25,5","24,4","24,4"
городское население,27,"25,5","24,3","24,5"
сельское население,"27,5","25,4","24,5","24,2"
60-64,
все население,"39,1","37,6","35,9","35,1"
городское население,"38,1","36,8","35,1","34,7"
сельское население,"41,2","39,3","37,7","36,1"
65-69,
все население,"51,5","49,2","45,3","46,6"
городское население,"50,2",48,"44,4",46
сельское население,"54,7","52,5","47,8","48,1"
70-74,
все население,"70,2","70,8","68,2","67,2"
городское население,"68,4",69,"66,7","65,2"
сельское население,"74,5",75,72,"72,1"
75-79,
все население,"99,6","95,6","92,1","91,1"
городское население,"98,7","95,8","90,2","89,9"
сельское население,"101,4","95,3","96,4","93,7"
80-84,
все население,"139,1","142,6","135,8","134,1"
городское население,"138,5","141,9","133,9","132,7"
сельское население,"140,3","143,8","139,7","136,8"
85 и старше,
все население,"203,2","196,9","193,4","196,6"
городское население,"204,4","198,1","197,5","199,5"
сельское население,"200,1","193,2",182,"189,3"
Республика Алтай,
Всего,
все население,"14,1","13,4","13,3",13
городское население,"11,5",12,"12,4","11,8"
сельское население,"15,1",14,"13,7","13,5"
0,
все население,"10,9","14,1","14,2","10,4"
городское население,"13,9","13,9","7,2","10,1"
сельское население,10,"14,2","16,5","10,5"
1-4.,
все население,1,"0,4",1,"0,6"
городское население,0,0,"0,5","1,3"
сельское население,"1,2","0,5","1,2","0,3"
5-9.,
все население,"0,4","0,4","0,2","0,3"
городское население,"0,5","0,5",0,"0,5"
сельское население,"0,3","0,3","0,3","0,3"
10-14.,
все население,"0,9","0,8","0,5","1,3"
городское население,0,"0,6",0,0
сельское население,"1,1","0,9","0,7","1,7"
15-19,
все население,"3,7","2,5","3,1",2
городское население,"0,8","0,9","0,5","0,5"
сельское население,"5,7","3,6","4,4","2,7"
20-24,
все население,"5,6",6,5,"4,4"
городское население,"2,2","1,4","1,4","2,1"
сельское население,"7,5","9,5","8,6",7
25-29.,
все население,"5,3","6,8","5,9","5,4"
городское население,4,"3,1","4,5","3,6"
сельское население,"5,8","8,2","6,5","6,3"
30-34.,
все население,"7,4","7,4","7,4","7,7"
городское население,"9,5","7,4","4,5","5,6"
сельское население,"6,6","7,4","8,5","8,5"
35-39.,
все население,"8,3","7,7","7,5","8,8"
городское население,"6,9","4,7","4,5","7,2"
сельское население,"8,7","8,8","8,7","9,4"
40-44.,
все население,"11,2","10,1",9,"12,2"
городское население,"5,9","5,5","9,1",11
сельское население,"12,8","11,6",9,"12,6"
45-49,
все население,"19,3","13,7","12,8","13,7"
городское население,"13,3","9,4","11,4","14,3"
сельское население,21,"14,9","13,2","13,5"
50-54,
все население,"22,8","17,6","18,7","14,2"
городское население,"22,1","21,4","20,9","16,7"
сельское население,23,"16,6","18,2","13,5"
55-59,
все население,"24,9","26,7","22,2","23,3"
городское население,"23,9","28,8",29,"13,6"
сельское население,"25,2",26,"20,2","26,1"
60-64,
все население,48,38,"33,4","31,7"
городское население,"42,5","36,7","38,6","30,1"
сельское население,"50,3","38,5","31,6","32,2"
65-69,
все население,"60,1",53,"50,2","47,8"
городское население,"45,4","33,1","47,9","64,2"
сельское население,"65,9","61,2","51,3","40,9"
70-74,
все население,"64,8",76,"80,4","80,9"
городское население,"46,2","85,9","80,3",75
сельское население,"72,2",72,"80,5","83,1"
75-79,
все население,"100,5","108,6","117,4","110,4"
городское население,"74,9","117,6","136,7",99
сельское население,"109,2","105,5","110,4","114,7"
80-84,
все население,"137,1",126,"167,3","169,3"
городское население,"117,5","152,8","177,2","212,2"
сельское население,"144,4","116,4",164,"155,4"
85 и старше,
все население,"141,7","199,5","217,5","208,1"
городское население,"148,7","156,8","158,4","194,2"
сельское население,"137,7","224,2","250,8","215,1"
Республика Бурятия,
Всего,
все население,"14,9","14,5","13,4","13,3"
городское население,"13,8","13,3","12,2","12,4"
сельское население,"16,4","16,1","14,9","14,5"
0,
все население,"9,8","9,5","8,4","6,4"
городское население,"7,9","7,2",8,"4,7"
сельское население,"12,2","12,3","8,8","8,4"
1-4.,
все население,"0,7","0,7","0,7","0,7"
городское население,"0,4","0,7","0,5","0,7"
сельское население,"1,2","0,8","0,9","0,6"
5-9.,
все население,"0,4","0,3","0,4","0,2"
городское население,"0,2","0,2","0,3","0,2"
сельское население,"0,6","0,3","0,5","0,2"
10-14.,
все население,"0,5","0,7","0,8","0,6"
городское население,"0,3","0,4","0,7","0,6"
сельское население,"0,7","1,1","0,8","0,7"
15-19,
все население,"2,2",2,"1,5","2,3"
городское население,"1,8","1,2",1,"1,9"
сельское население,"2,8","3,3","2,2","2,9"
20-24,
все население,"3,4","4,1","3,2","3,3"
городское население,"2,1","2,6","2,1",2
сельское население,6,"7,2","5,6","6,2"
25-29.,
все население,"5,8","5,5","5,7","4,5"
городское население,"4,4","4,4","5,2","3,2"
сельское население,"8,2","7,4","6,7","6,7"
30-34.,
все население,"8,8","7,8","6,5","6,4"
городское население,"8,3","6,5","5,1","5,6"
сельское население,"9,5","9,9","8,7","7,6"
35-39.,
все население,"10,9","10,9","10,4","9,7"
городское население,"10,4","10,3","9,3","8,2"
сельское население,"11,6","11,8","11,9","11,9"
40-44.,
все население,"13,2","12,6","11,7","10,8"
городское население,"12,2","11,8","11,4","10,2"
сельское население,"14,4","13,8","12,1","11,5"
45-49,
все население,"17,1","15,1","13,1","14,9"
городское население,"17,6","15,1","12,3","14,7"
сельское население,"16,6","15,1","14,1","15,2"
50-54,
все население,"21,8","20,2","18,4","18,4"
городское население,23,"21,5","19,3","19,4"
сельское население,"20,5","18,7","17,5","17,4"
55-59,
все население,"30,3","26,1","24,4","24,9"
городское население,"31,1","25,4","23,4","25,3"
сельское население,"29,4",27,"25,4","24,5"
60-64,
все население,"40,9","42,4","38,6","33,3"
городское население,"41,4","43,3","38,2","34,5"
сельское население,"40,1","41,3","39,2","31,9"
65-69,
все население,"50,7","51,1","44,8","45,2"
городское население,"49,1","50,7","45,1","44,1"
сельское население,"52,9","51,6","44,4","46,7"
70-74,
все население,75,"68,6",67,"69,5"
городское население,"73,3","63,1","67,1","68,5"
сельское население,"77,2","75,7","66,9","70,9"
75-79,
все население,99,"88,4","90,2","96,8"
городское население,"98,3","90,7","87,2",99
сельское население,"99,7",86,"93,6","94,2"
80-84,
все население,"136,7","148,6","128,1","119,1"
городское население,"126,9","143,3","106,7","114,5"
сельское население,"147,2","154,2",150,"123,7"
85 и старше,
все население,"194,8","217,6","177,3","202,8"
городское население,"186,9","224,1","187,8","222,8"
сельское население,"207,8","206,5","161,4","176,6"
Республика Тыва,
Всего,
все население,"13,1","13,6","13,1",13
городское население,11,"11,4","10,9","10,7"
сельское население,"15,4",16,"15,6","15,6"
0,
все население,"16,2","21,7","17,8","17,5"
городское население,"14,6","19,6","22,5","14,3"
сельское население,"17,6","23,3","14,1","20,3"
1-4.,
все население,"1,8","1,3","1,3","1,3"
городское население,"1,4","1,2","1,2","0,8"
сельское население,"2,1","1,4","1,5","1,8"
5-9.,
все население,"0,9","0,8","0,6","0,4"
городское население,"0,7","0,7","0,5","0,6"
сельское население,"1,1","0,9","0,6","0,2"
10-14.,
все население,"0,7","0,9",1,1
городское население,"0,9","0,2","1,2","0,6"
сельское население,"0,6","1,6","0,9","1,3"
15-19,
все население,"3,4","3,5","3,3","2,2"
городское население,"2,4",3,"1,3","1,1"
сельское население,"4,7","4,1","5,2","3,1"
20-24,
все население,"7,8","8,6",8,"9,3"
городское население,"4,5","4,9","4,3","4,3"
сельское население,"12,9","15,4","15,2","18,4"
25-29.,
все население,"7,9",9,"9,2",8
городское население,5,"7,1","5,7","6,1"
сельское население,"11,7","11,7","14,3","11,1"
30-34.,
все население,"10,8","10,6","9,9","10,2"
городское население,"8,2","7,7",6,"5,8"
сельское население,"14,3","14,6","15,5","16,7"
35-39.,
все население,14,"14,3","13,5","11,3"
городское население,"12,1","11,3","10,6","8,2"
сельское население,"16,3","18,1","17,2","15,4"
40-44.,
все население,"15,7",16,"12,8","13,9"
городское население,"12,8","11,7","10,1","12,3"
сельское население,"19,1","21,2",16,"15,9"
45-49,
все население,"20,2","16,8","18,9","18,5"
городское население,"19,9","15,8","16,6",12
сельское население,"20,5","17,9","21,6","26,1"
50-54,
все население,23,"23,2","24,8","21,7"
городское население,"20,2","19,3","22,1","21,2"
сельское население,26,"27,4","27,8","22,4"
55-59,
все население,"30,7","37,7","35,9","37,5"
городское население,"28,7","32,3",34,34
сельское население,"32,9","43,4","37,8","41,2"
60-64,
все население,"39,1","50,2","39,3","52,8"
городское население,"33,9","42,1","35,7","44,2"
сельское население,"44,9","59,2","43,4","62,5"
65-69,
все население,"66,5","59,6","59,9","61,2"
городское население,57,"63,3","54,7",58
сельское население,"73,6","56,5","64,8","64,4"
70-74,
все население,"91,1","77,5",90,"87,8"
городское население,"72,1","67,5","81,7","79,6"
сельское население,"108,9","86,5","96,9","94,4"
75-79,
все население,"130,6","133,7","130,2","118,8"
городское население,"115,6","122,5","109,1","107,4"
сельское население,"150,1","147,9","155,8","132,4"
80-84,
все население,"147,4","120,6","139,4","141,9"
городское население,"125,8","104,4","84,3","113,9"
сельское население,"190,1","150,9","238,3","193,1"
85 и старше,
все население,"172,1","302,8","279,2","174,2"
городское население,"231,2","264,4","242,1","181,8"
сельское население,"28,2","389,6","373,3","151,9"
Республика Хакасия,
Всего,
все население,"15,6","15,2","14,7",15
городское население,"14,7","14,1","14,1",14
сельское население,"17,3","17,4","15,9","17,3"
0,
все население,"8,8","14,3","13,1","9,3"
городское население,"5,9",12,"9,7","8,5"
сельское население,"13,6",18,"19,2","10,6"
1-4.,
все население,"0,4","0,8","0,7","0,2"
городское население,"0,3","0,6","0,5","0,2"
сельское население,"0,5","1,2","1,2","0,3"
5-9.,
все население,"0,4","0,9","0,5","0,3"
городское население,"0,2","1,2","0,6","0,3"
сельское население,"0,7","0,5","0,3","0,3"
10-14.,
все население,"0,7","0,4","0,4","0,4"
городское население,"0,5","0,5","0,3","0,4"
сельское население,"0,9","0,2","0,6","0,4"
15-19,
все население,"1,6","1,7","1,3","1,3"
городское население,"0,9","1,5","0,6","1,1"
сельское население,"3,1",2,"2,6","1,8"
20-24,
все население,"3,9","4,2","3,1","3,6"
городское население,"3,2","2,6","2,2","2,6"
сельское население,"5,4","7,7","5,2","6,2"
25-29.,
все население,"4,2","4,5","4,7","3,9"
городское население,"3,6","3,4","3,6","2,6"
сельское население,"5,5","6,9","7,1","6,8"
30-34.,
все население,"7,5","6,7","5,9","5,3"
городское население,7,"5,1","5,4","4,4"
сельское население,"8,8","10,6","7,2","7,7"
35-39.,
все население,"8,8","8,5","7,7","9,2"
городское население,"7,3","7,4","7,4","7,9"
сельское население,"12,4","11,1","8,3","12,3"
40-44.,
все население,"10,2","11,1","10,1","9,6"
городское население,"9,7",10,"9,4","8,6"
сельское население,"11,3","13,1","11,8","11,8"
45-49,
все население,14,"13,8","13,3","13,4"
городское население,"13,4","13,9","11,5",12
сельское население,"15,2","13,7","16,5","16,1"
50-54,
все население,"17,8","17,4","18,2","18,3"
городское население,17,"16,5","16,7","17,2"
сельское население,"19,4","19,1",21,20
55-59,
все население,"27,4",23,"22,9","26,5"
городское население,"25,6","20,7","21,8","25,3"
сельское население,"30,7","27,3","24,8","28,6"
60-64,
все население,"42,3","34,8","35,7","38,3"
городское население,"40,1","32,1","34,9","34,3"
сельское население,47,"40,4","37,3","46,4"
65-69,
все население,"50,4","56,3","46,3","48,5"
городское население,"53,3",52,"45,7","46,8"
сельское население,44,"65,8","47,6","52,5"
70-74,
все население,"72,8","76,6","67,5",66
городское население,"66,4","72,6","69,4","61,3"
сельское население,"85,8","85,2","63,3",77
75-79,
все население,"108,7","99,9","96,8","100,7"
городское население,"105,8",93,"97,7","95,8"
сельское население,"113,9","112,8","95,1","110,8"
80-84,
все население,143,"147,7","145,4","129,7"
городское население,"137,4",151,"142,5","136,7"
сельское население,"154,2","141,3","150,9","116,7"
85 и старше,
все население,"227,1","187,2","221,5",216
городское население,"235,8","192,6","239,6","224,2"
сельское население,"205,4","174,4","178,3","197,8"
Алтайский край,
Всего,
все население,"16,4","16,4","15,9",16
городское население,"14,9","15,2","14,4","14,5"
сельское население,"18,1","17,8","17,7","17,9"
0,
все население,"8,8",11,10,"9,4"
городское население,"9,2","10,2","8,5",9
сельское население,"8,3","11,9","11,8","9,9"
1-4.,
все население,"0,6","0,8","0,5","0,6"
городское население,"0,6","0,7","0,3","0,3"
сельское население,"0,7","0,8","0,7","0,9"
5-9.,
все население,"0,3","0,2","0,3","0,3"
городское население,"0,2","0,2","0,4","0,2"
сельское население,"0,4","0,2","0,3","0,4"
10-14.,
все население,"0,5","0,4","0,4","0,4"
городское население,"0,4","0,4","0,3","0,4"
сельское население,"0,6","0,5","0,4","0,4"
15-19,
все население,"1,2","0,9","1,1","0,9"
городское население,"0,7","0,7","0,7","0,7"
сельское население,"2,1","1,2","1,7","1,2"
20-24,
все население,"2,7","2,3","2,6",2
городское население,"1,7","1,6",2,"1,1"
сельское население,"4,7","3,9","3,9","4,2"
25-29.,
все население,4,"4,2","4,5","3,9"
городское население,"3,2","3,6","3,8","3,1"
сельское население,"5,3","5,1","5,8","5,5"
30-34.,
все население,"6,9","7,1","6,7","6,4"
городское население,"6,7","6,9","6,6","5,8"
сельское население,"7,3","7,5","6,9","7,3"
35-39.,
все население,"8,6","8,2","7,9","8,6"
городское население,"8,6","8,6","7,9","8,7"
сельское население,"8,7","7,7","7,9","8,4"
40-44.,
все население,10,"9,4","9,2","8,8"
городское население,"9,3","9,1","9,5","8,3"
сельское население,"10,7","9,8","8,8","9,3"
45-49,
все население,"12,6","12,2","11,9","11,5"
городское население,"11,9","12,1","11,6","11,6"
сельское население,"13,3","12,3","12,2","11,3"
50-54,
все население,"16,9","16,8","14,9","15,6"
городское население,17,"17,3","15,2","16,1"
сельское население,"16,9","16,3","14,7","15,2"
55-59,
все население,"24,6","23,3","22,7","22,1"
городское население,"24,9","24,1","23,2","23,5"
сельское население,"24,2","22,7","22,2","20,8"
60-64,
все население,"36,5","35,8","33,9","33,7"
городское население,"35,4","34,9","32,1","32,7"
сельское население,"37,7","36,6","35,7","34,6"
65-69,
все население,"48,6","47,6",43,"45,4"
городское население,"47,8","46,6","40,3","45,3"
сельское население,"49,5","48,9","46,1","45,6"
70-74,
все население,"67,5",71,"65,7","69,1"
городское население,"66,2","70,9","62,8","65,7"
сельское население,"68,8","71,1","68,8","72,8"
75-79,
все население,"96,6","92,8","95,9","93,5"
городское население,98,"94,5","91,4","91,2"
сельское население,"95,4","91,3","100,1","95,7"
80-84,
все население,"141,8","142,4","133,4","139,6"
городское население,"139,1",145,139,"130,9"
сельское население,"144,3","140,1","128,7","146,8"
85 и старше,
все население,"203,6","195,5","192,6","192,3"
городское население,"203,3","195,7","192,4","190,5"
сельское население,"204,2","195,4",193,"194,4"
Забайкальский край,
Всего,
все население,"15,4","15,1","14,2","14,2"
городское население,"15,1","14,6","13,7","13,6"
сельское население,16,"15,8","15,2","15,5"
0,
все население,"7,4","8,2",10,"8,9"
городское население,"8,4","6,8","10,1","10,2"
сельское население,"5,6","10,5","9,7","6,8"
1-4.,
все население,"0,4","0,8","0,6","0,5"
городское население,"0,2","0,7","0,6","0,4"
сельское население,"0,6",1,"0,6","0,6"
5-9.,
все население,"0,3","0,4","0,3","0,5"
городское население,"0,3","0,4","0,3","0,4"
сельское население,"0,4","0,4","0,2","0,6"
10-14.,
все население,"0,8","0,6","0,5","0,6"
городское население,"0,7","0,3","0,4","0,7"
сельское население,"1,1",1,"0,8","0,6"
15-19,
все население,"2,5","2,2","2,1","2,1"
городское население,2,"1,8",2,"1,6"
сельское население,"3,5","3,1","2,4","2,9"
20-24,
все население,"4,6","4,7","3,7","3,8"
городское население,"3,7","3,8","2,6","3,1"
сельское население,"6,9","6,9","6,8","5,9"
25-29.,
все население,"6,9",6,"5,1","5,6"
городское население,"6,2","5,4","4,2","5,1"
сельское население,"8,3","7,1","7,1","6,7"
30-34.,
все население,"8,7","7,8","7,2","6,7"
городское население,"8,4","7,2","6,7","6,3"
сельское население,"9,5",9,"8,5","7,7"
35-39.,
все население,"10,5","10,4","9,5","9,7"
городское население,"10,6","10,3","8,7","8,9"
сельское население,"10,2","10,6","11,2","11,6"
40-44.,
все население,13,"11,8","12,6","12,4"
городское население,"12,9","11,3","13,4","12,4"
сельское население,"13,1","12,8","10,9","12,4"
45-49,
все население,"15,8","14,9","15,3","13,9"
городское население,"16,7","15,2","15,3","12,8"
сельское население,"14,4","14,4","15,3","15,9"
50-54,
все население,20,"19,9","18,5","19,4"
городское население,"20,7","21,7","18,6","19,4"
сельское население,"19,1","17,1","18,2","19,3"
55-59,
все население,"30,1","28,8","27,4",27
городское население,"31,6","29,7","28,5","28,1"
сельское население,"27,6","27,5","25,8","25,3"
60-64,
все население,"43,8","41,6","39,1","37,5"
городское население,"43,6","43,1","39,3","36,9"
сельское население,"44,1","38,9","38,8","38,5"
65-69,
все население,"58,6","51,9","51,2","51,1"
городское население,"57,6",54,53,"50,2"
сельское население,"60,8","47,8","47,6","52,8"
70-74,
все население,"77,4",77,"71,9",70
городское население,"75,3","77,1","72,8","73,7"
сельское население,"81,1","76,8","70,3","63,2"
75-79,
все население,"106,2","106,7","91,8","97,4"
городское население,"112,1","103,5","92,1","95,6"
сельское население,"97,4","111,5","91,3","100,4"
80-84,
все население,"144,4","153,3","138,5","132,7"
городское население,"151,3","157,5","146,8","140,5"
сельское население,"133,7","146,9","126,7","121,5"
85 и старше,
все население,"202,1","207,9","187,7","193,9"
городское население,"216,4","215,1","193,8","211,3"
сельское население,"171,5","192,9","175,7","163,5"
Красноярский край,
Всего,
все население,"15,1",15,"14,5","14,5"
городское население,"14,2","14,1","13,6","13,6"
сельское население,18,18,"17,4","17,4"
0,
все население,8,"10,9","8,7","9,3"
городское население,"6,8","9,2",7,"8,2"
сельское население,"11,4","15,7","13,8","12,5"
1-4.,
все население,"0,8","0,7","0,7","0,5"
городское население,"0,8","0,5","0,5","0,5"
сельское население,"1,1",1,"1,2","0,6"
5-9.,
все население,"0,3","0,4","0,3","0,3"
городское население,"0,3","0,3","0,2","0,3"
сельское население,"0,4","0,6","0,5","0,4"
10-14.,
все население,"0,5","0,5","0,7","0,4"
городское население,"0,4","0,5","0,7","0,4"
сельское население,"0,6","0,4","0,7","0,6"
15-19,
все население,"1,4","1,4","1,6","1,1"
городское население,1,1,"1,3","0,8"
сельское население,"2,8","3,2","2,6",2
20-24,
все население,"2,9","2,8","2,9","2,4"
городское население,"2,1","2,3","2,2","1,7"
сельское население,"5,7","5,1","6,5","5,7"
25-29.,
все население,"4,4","4,5",4,"4,4"
городское население,4,4,"3,4","3,4"
сельское население,6,"6,8","6,4",8
30-34.,
все население,"7,1",7,"6,1","6,6"
городское население,"6,9","6,4","5,8","5,9"
сельское население,"8,1","9,1","7,3","9,3"
35-39.,
все население,8,"8,3","8,1","8,5"
городское население,"7,7","8,3","7,7",8
сельское население,"9,3","8,2","9,8","10,3"
40-44.,
все население,"9,6","9,6",9,"9,5"
городское население,"9,3","9,2","8,4","9,3"
сельское население,"10,8","10,8","11,3","9,9"
45-49,
все население,"13,9",13,"12,9","12,3"
городское население,"13,2","12,7","12,1","11,9"
сельское население,16,"13,8","15,1","13,2"
50-54,
все население,"19,6","18,1","17,9","16,6"
городское население,"18,8","17,3","17,4","16,2"
сельское население,"21,7","20,1","19,3","17,5"
55-59,
все население,"26,7","25,1","25,6",25
городское население,"26,2","24,6","25,2","24,7"
сельское население,"27,7","26,2","26,6","25,8"
60-64,
все население,40,"38,2","35,7","35,6"
городское население,"38,8","37,5","34,5","34,9"
сельское население,"43,2","39,9","38,5","37,2"
65-69,
все население,"51,5","50,5","46,2","48,7"
городское население,"49,5","48,4",46,"47,3"
сельское население,"57,3","56,6","46,7","52,3"
70-74,
все население,"70,5","72,3","69,5","67,4"
городское население,"69,4","69,7","68,8","66,3"
сельское население,"73,5","79,9","71,5","70,4"
75-79,
все население,"98,6","96,5",90,"90,1"
городское население,"97,3","96,5","89,8",89
сельское население,"101,6","96,6","90,5",93
80-84,
все население,"137,4","148,6",144,"136,5"
городское население,"136,6","148,9","147,8","137,7"
сельское население,"139,1",148,"135,8","133,9"
85 и старше,
все население,206,"195,1","199,3","200,2"
городское население,"212,9","196,9","208,4","213,5"
сельское население,"182,5","189,2",173,"166,1"
Иркутская область,
Всего,
все население,"16,6","16,3",16,"16,1"
городское население,"16,4","16,2","15,8","16,1"
сельское население,"17,2","16,6",17,"16,1"
0,
все население,"9,9",11,"11,2","10,3"
городское население,"8,2","10,4","9,9","9,9"
сельское население,"15,3","12,7","14,9","11,7"
1-4.,
все население,"0,6","0,6","0,7","0,7"
городское население,"0,4","0,6","0,6","0,5"
сельское население,"1,1","0,7","1,2","1,1"
5-9.,
все население,"0,2","0,5","0,5","0,4"
городское население,"0,1","0,5","0,5","0,3"
сельское население,"0,5","0,5","0,7","0,4"
10-14.,
все население,"0,8","0,6","0,5","0,4"
городское население,"0,8","0,5","0,5","0,4"
сельское население,"0,9","0,9","0,6","0,6"
15-19,
все население,"2,2","1,8","1,6","1,5"
городское население,"1,7","1,6","1,3","1,1"
сельское население,"3,9","2,2","2,3","2,6"
20-24,
все население,"3,9","3,9","4,1","3,8"
городское население,"3,5","3,5","3,7","3,3"
сельское население,"5,6","5,8","5,6","5,7"
25-29.,
все население,"7,5","6,6","6,3","6,1"
городское население,"7,1","6,2","5,8","5,5"
сельское население,9,"8,5","8,3","8,4"
30-34.,
все население,"11,1","11,3",11,10
городское население,"11,1","11,3","11,3",10
сельское население,"10,9","11,6","9,6","10,1"
35-39.,
все население,"11,2","11,8","12,2","13,5"
городское население,"11,2","11,7",12,"13,1"
сельское население,"11,3","12,5","12,8","14,8"
40-44.,
все население,"12,2","11,7","12,1","12,9"
городское население,"12,5","11,3",12,"13,1"
сельское население,"11,1","13,1","12,9","12,3"
45-49,
все население,"16,1","15,2",15,15
городское население,16,15,"14,6","14,7"
сельское население,"16,2","15,9","16,3","15,7"
50-54,
все население,"21,6","20,9",20,"19,9"
городское население,"21,9","21,2","19,9","19,7"
сельское население,"20,6","20,1","20,3","20,7"
55-59,
все население,"29,3","29,6","25,9","26,7"
городское население,"29,2","30,1","25,9","27,2"
сельское население,"29,7",28,"26,1","25,5"
60-64,
все население,"41,9","39,4","40,6",39
